,location,total_sqft,bath,price,BHK
1339,Cox Town,1975.0,3.0,15000000.0,3
1340,Cox Town,1650.0,3.0,10000000.0,3
1341,Cox Town,1730.0,3.0,14000000.0,3
1342,Cox Town,1600.0,3.0,15000000.0,3
1343,Cox Town,1250.0,2.0,9500000.0,2
1344,Cox Town,1280.0,2.0,12000000.0,2
1345,Cox Town,1073.0,2.0,7200000.0,2
1346,Cox Town,1000.0,2.0,5800000.0,2
1347,Cox Town,1200.0,2.0,14000000.0,2
1348,Cunningham Road,5270.0,4.0,125000000.0,4
1349,Cunningham Road,3875.0,3.0,86400000.0,3
1350,Cunningham Road,3875.0,3.0,80000000.0,3
1351,Cunningham Road,3815.0,3.0,76300000.0,3
1352,Cunningham Road,2880.0,3.0,50100000.0,3
1353,Cunningham Road,3489.0,3.0,66200000.0,3
1354,Cunningham Road,4170.0,3.0,80000000.0,3
1355,Cunningham Road,2700.0,3.0,50100000.0,3
1356,Cunningham Road,7500.0,6.0,180000000.0,4
1357,Cunningham Road,2880.0,3.0,56000000.0,3
1358,Dasanapura,708.0,2.0,3700000.0,2
1359,Dasanapura,708.0,1.0,4000000.0,2
1360,Dasanapura,965.0,2.0,4250000.0,2
1361,Dasanapura,814.0,2.0,4200000.0,2
1362,Dasanapura,1163.0,2.0,6500000.0,2
1363,Dasanapura,1286.0,2.0,6800000.0,3
1364,Dasanapura,708.0,2.0,3115000.0,2
1365,Dasanapura,708.0,1.0,4100000.0,1
1366,Dasanapura,814.0,2.0,4370000.0,2
1367,Dasarahalli,1295.0,2.0,6500000.0,2
1368,Dasarahalli,1150.0,2.0,7000000.0,2
1369,Dasarahalli,2100.0,3.0,12000000.0,3
1370,Dasarahalli,1220.0,2.0,5200000.0,2
1371,Dasarahalli,1375.0,2.0,6000000.0,2
1372,Dasarahalli,1333.0,2.0,7856000.0,2
1373,Dasarahalli,1220.0,2.0,6200000.0,2
1374,Devanahalli,3210.0,2.0,19200000.0,4
1375,Devanahalli,1260.0,2.0,6678000.0,2
1376,Devanahalli,1282.0,2.0,6852000.0,3
1377,Devanahalli,1360.0,2.0,6500000.0,2
1378,Devanahalli,1408.0,2.0,8500000.0,2
1379,Devanahalli,1010.0,2.0,5100000.0,2
1380,Devanahalli,1080.0,2.0,5335000.0,2
1381,Devanahalli,2400.0,5.0,10000000.0,5
1382,Devanahalli,1174.0,2.0,5900000.0,2
1383,Devanahalli,3752.5,2.0,17711500.0,2
1384,Devanahalli,658.0,1.0,3400000.0,1
1385,Devanahalli,658.0,1.0,2691000.0,1
1386,Devanahalli,698.5,1.0,2857000.0,1
1387,Devanahalli,1080.0,2.0,5200000.0,2
1388,Devanahalli,1700.0,3.0,8820000.0,3
1389,Devanahalli,1498.0,3.0,7915000.000000001,3
1390,Devanahalli,1466.0,3.0,7759000.0,3
1391,Devanahalli,775.0,1.0,3900000.0,1
1392,Devanahalli,1020.0,2.0,4987000.0,1
1393,Devanahalli,1550.0,3.0,8500000.0,3
1394,Devanahalli,1340.0,2.0,6500000.0,2
1395,Devanahalli,658.0,1.0,2691000.0,1
1396,Devanahalli,1010.0,2.0,5800000.0,2
1397,Devanahalli,1075.0,2.0,5257000.0,1
1398,Devarachikkanahalli,1250.0,2.0,4000000.0,2
1399,Devarachikkanahalli,1200.0,2.0,8300000.0,2
1400,Devarachikkanahalli,1170.0,2.0,4000000.0,2
1401,Devarachikkanahalli,615.0,1.0,2400000.0,1
1402,Devarachikkanahalli,1230.0,2.0,5800000.0,2
1403,Devarachikkanahalli,1425.0,2.0,6500000.0,3
1404,Devarachikkanahalli,947.0,2.0,4300000.0,2
1405,Devarachikkanahalli,1130.0,2.0,3600000.0,2
1406,Devarachikkanahalli,1417.0,2.0,7600000.0,3
1407,Devarachikkanahalli,1230.0,2.0,5800000.0,2
1408,Devarachikkanahalli,1705.0,3.0,7500000.0,3
1409,Devarachikkanahalli,1116.0,2.0,4700000.0,2
1410,Devarachikkanahalli,991.0,2.0,4000000.0,2
1411,Dodda Nekkundi,1260.0,2.0,5500000.0,2
1412,Dodda Nekkundi,850.0,2.0,2800000.0,2
1413,Dodda Nekkundi,1390.0,2.0,6000000.0,2
1414,Dodda Nekkundi,1804.0,3.0,12100000.0,3
1415,Dodda Nekkundi,1080.0,2.0,5000000.0,2
1416,Dodda Nekkundi,1999.0,3.0,13200000.0,3
1417,Dodda Nekkundi,1100.0,2.0,4800000.0,2
1418,Dodda Nekkundi,1999.0,3.0,13500000.0,3
1419,Dodda Nekkundi,1100.0,2.0,4115000.0,2
1420,Dodda Nekkundi,1252.0,2.0,7100000.0,3
1421,Dodda Nekkundi,1155.0,2.0,4600000.0,2
1422,Dodda Nekkundi,1128.0,2.0,4500000.0,2
1423,Dodda Nekkundi,1148.0,2.0,5600000.0,2
1424,Dodda Nekkundi,1145.0,2.0,4650000.0,2
1425,Dodda Nekkundi,1829.0,3.0,12500000.0,3
1426,Dodda Nekkundi,1100.0,2.0,4115999.9999999995,2
1427,Dodda Nekkundi,1100.0,2.0,4675000.0,2
1428,Dodda Nekkundi,1315.0,2.0,5000000.0,2
1429,Dodda Nekkundi,1135.0,2.0,5800000.0,2
1430,Dodda Nekkundi,1100.0,2.0,4118000.0,2
1431,Dodda Nekkundi,1370.0,2.0,6000000.0,2
1432,Dodda Nekkundi,1200.0,2.0,7100000.0,2
1433,Dodda Nekkundi,1585.0,2.0,7900000.0,3
1434,Dodda Nekkundi,1005.0,2.0,4500000.0,2
1435,Dodda Nekkundi,1264.0,2.0,5200000.0,2
1436,Doddaballapur,1690.0,3.0,8000000.0,4
1437,Doddaballapur,4200.0,4.0,32500000.0,4
1438,Doddaballapur,3876.0,3.0,30000000.0,3
1439,Doddaballapur,2776.0,4.0,19500000.0,3
1440,Doddaballapur,2440.0,3.0,14200000.0,3
1441,Doddaballapur,2400.0,3.0,20000000.0,4
1442,Doddaballapur,654.0,1.0,4900000.0,1
1443,Doddaballapur,3206.0,5.0,27000000.0,4
1444,Doddakallasandra,1010.0,2.0,4039000.0,2
1445,Doddakallasandra,1010.0,2.0,4039000.0,2
1446,Doddakallasandra,1072.0,2.0,4287000.0,2
1447,Doddakallasandra,1010.0,2.0,4040000.0,2
1448,Doddakallasandra,1010.0,2.0,4100000.0,2
1449,Doddakallasandra,1072.0,2.0,4287000.0,2
1450,Doddathoguru,970.0,2.0,3300000.0,2
1451,Doddathoguru,1050.0,2.0,3200000.0,2
1452,Doddathoguru,850.0,2.0,2500000.0,2
1453,Doddathoguru,1030.0,2.0,4200000.0,2
1454,Doddathoguru,1549.0,3.0,6500000.0,3
1455,Doddathoguru,550.0,1.0,1700000.0,1
1456,Doddathoguru,1015.0,2.0,3350000.0,2
1457,Doddathoguru,1104.0,2.0,3900000.0,2
1458,Doddathoguru,915.0,2.0,3200000.0,2
1459,Doddathoguru,750.0,1.0,2550000.0,1
1460,Doddathoguru,1595.0,3.0,6200000.0,3
1461,Doddathoguru,855.0,2.0,3200000.0,2
1462,Doddathoguru,1105.0,2.0,5000000.0,2
1463,Doddathoguru,925.0,2.0,3000000.0,2
1464,Doddathoguru,1208.0,3.0,4500000.0,3
1465,Doddathoguru,1100.0,2.0,5000000.0,2
1466,Doddathoguru,940.0,2.0,3290000.0,2
1467,Doddathoguru,1382.0,3.0,6500000.0,3
1468,Doddathoguru,1107.0,2.0,4400000.0,2
1469,Doddathoguru,907.0,2.0,4000000.0,2
1470,Doddathoguru,1783.0,3.0,8500000.0,3
1471,Doddathoguru,550.0,1.0,1700000.0,1
1472,Domlur,1540.0,3.0,9000000.0,3
1473,Domlur,1875.0,2.0,15000000.0,3
1474,Domlur,1429.0,3.0,8600000.0,3
1475,Domlur,640.0,1.0,5500000.0,1
1476,Domlur,1050.0,2.0,8500000.0,2
1477,Domlur,1800.0,3.0,15000000.0,3
1478,Domlur,1720.0,3.0,13500000.0,3
1479,Domlur,1950.0,3.0,16500000.0,3
1480,Domlur,2180.0,3.0,28500000.0,3
1481,Domlur,650.0,1.0,7000000.0,1
1482,Domlur,780.0,1.0,7000000.0,1
1483,Domlur,2180.0,3.0,28500000.0,3
1484,Domlur,1740.0,3.0,12000000.0,3
1485,Domlur,1695.0,3.0,12500000.0,3
1486,Domlur,1246.0,2.0,9500000.0,2
1487,Domlur,2100.0,3.0,14500000.0,3
1488,Domlur,1276.0,2.0,8000000.0,2
1489,Domlur,1850.0,3.0,18000000.0,3
1490,Domlur,2955.0,3.0,23500000.0,3
1491,Domlur,1650.0,3.0,18000000.0,3
1492,Dommasandra,805.0,2.0,2214000.0,2
1493,Dommasandra,1153.0,2.0,4350000.0,2
1494,Dommasandra,1500.0,2.0,4000000.0,2
1495,Dommasandra,850.0,2.0,2540000.0,2
1496,Dommasandra,674.0,1.0,1989999.9999999998,2
1497,Dommasandra,999.0,2.0,3290000.0,2
1498,EPIP Zone,1499.0,5.0,10200000.0,3
1499,EPIP Zone,1285.0,2.0,8200000.0,2
1500,EPIP Zone,2330.0,3.0,16200000.0,3
1501,EPIP Zone,1330.0,2.0,9250000.0,2
1502,EPIP Zone,1330.0,2.0,8698000.0,2
1503,EPIP Zone,1330.0,2.0,9336000.0,2
1504,EPIP Zone,1500.0,3.0,10200000.0,3
1505,EPIP Zone,1280.0,2.0,6900000.0,2
1506,EPIP Zone,1125.0,2.0,6500000.0,2
1507,EPIP Zone,1734.0,3.0,12500000.0,3
1508,EPIP Zone,1343.0,2.0,8600000.0,2
1509,EPIP Zone,2350.0,4.0,16300000.0,3
1510,EPIP Zone,1860.0,3.0,13000000.0,3
1511,EPIP Zone,2210.0,3.0,16500000.0,3
1512,EPIP Zone,2710.0,3.0,17700000.0,3
1513,Electronic City,1060.0,2.0,6000000.0,2
1514,Electronic City,1152.0,2.0,6450000.0,2
1515,Electronic City,770.0,1.0,3600000.0,2
1516,Electronic City,1070.0,2.0,5200000.0,2
1517,Electronic City,1025.0,2.0,4600000.0,2
1518,Electronic City,589.0,1.0,2700000.0,1
1519,Electronic City,910.0,2.0,4000000.0,2
1520,Electronic City,1108.0,2.0,6300000.0,2
1521,Electronic City,1128.0,2.0,6500000.0,2
1522,Electronic City,1800.0,3.0,9500000.0,3
1523,Electronic City,630.0,1.0,3465000.0,1
1524,Electronic City,1128.0,2.0,6300000.0,2
1525,Electronic City,1599.0,3.0,9900000.0,3
1526,Electronic City,1070.0,2.0,5500000.0,2
1527,Electronic City,940.0,2.0,4100000.0,2
1528,Electronic City,1128.0,2.0,6875000.0,2
1529,Electronic City,1342.0,2.0,7330000.0,2
1530,Electronic City,1265.0,2.0,5693000.0,2
1531,Electronic City,1691.0,2.0,10200000.0,3
1532,Electronic City,1128.0,2.0,6548999.999999999,2
1533,Electronic City,1070.0,2.0,5610000.0,2
1534,Electronic City,2000.0,4.0,12000000.0,4
1535,Electronic City,890.0,2.0,4500000.0,2
1536,Electronic City,1128.0,2.0,6565000.000000001,2
1537,Electronic City,865.0,2.0,4200000.0,2
1538,Electronic City,910.0,2.0,4200000.0,2
1539,Electronic City,1360.0,2.0,7500000.0,3
1540,Electronic City,770.0,1.0,4000000.0,2
1541,Electronic City,1128.0,2.0,6400000.0,2
1542,Electronic City,1070.0,2.0,5400000.0,2
1543,Electronic City,1571.0,3.0,8900000.0,3
1544,Electronic City,870.0,2.0,3950000.0,2
1545,Electronic City,1128.0,2.0,6534999.999999999,2
1546,Electronic City,1128.0,2.0,6500000.0,2
1547,Electronic City,755.0,1.0,3400000.0,2
1548,Electronic City,1563.0,3.0,9184000.0,3
1549,Electronic City,1025.0,2.0,5450000.0,2
1550,Electronic City,1128.0,2.0,6800000.0,2
1551,Electronic City,700.0,1.0,3500000.0,1
1552,Electronic City,1571.0,3.0,10500000.0,3
1553,Electronic City,1600.0,3.0,10400000.0,3
1554,Electronic City,1500.0,2.0,10000000.0,3
1555,Electronic City,1152.0,2.0,6500000.0,2
1556,Electronic City,1070.0,2.0,6000000.0,2
1557,Electronic City,1128.0,2.0,6550000.0,2
1558,Electronic City,1200.0,2.0,5900000.0,2
1559,Electronic City,1152.0,2.0,6575000.0,2
1560,Electronic City,1070.0,2.0,5500000.0,2
1561,Electronic City,1060.0,2.0,5800000.0,2
1562,Electronic City,1025.0,2.0,5410000.0,2
1563,Electronic City,1213.0,2.0,5932000.0,2
1564,Electronic City,1575.0,3.0,9000000.0,3
1565,Electronic City,435.0,1.0,1950000.0,1
1566,Electronic City,1449.0,3.0,10000000.0,3
1567,Electronic City,1125.0,2.0,5800000.0,2
1568,Electronic City,1575.0,3.0,10100000.0,3
1569,Electronic City,550.0,1.0,1200000.0,1
1570,Electronic City,919.0,2.0,4000000.0,2
1571,Electronic City,1363.0,2.0,7900000.0,2
1572,Electronic City,1108.0,2.0,6715000.000000001,2
1573,Electronic City,1128.0,2.0,6570000.0,2
1574,Electronic City,1060.0,2.0,5100000.0,2
1575,Electronic City,1650.0,3.0,10000000.0,3
1576,Electronic City,1025.0,2.0,4900000.0,2
1577,Electronic City,1449.0,3.0,9000000.0,3
1578,Electronic City,1070.0,2.0,5800000.0,2
1579,Electronic City,1210.0,2.0,5400000.0,2
1580,Electronic City,1070.0,2.0,5200000.0,2
1581,Electronic City,1073.0,2.0,6000000.0,2
1582,Electronic City,1070.0,2.0,4700000.0,2
1583,Electronic City,1296.0,2.0,6500000.0,2
1584,Electronic City,1140.0,2.0,7093000.000000001,2
1585,Electronic City,1025.0,2.0,5390000.0,2
1586,Electronic City,940.0,2.0,5400000.0,2
1587,Electronic City,435.0,1.0,2100000.0,1
1588,Electronic City,1355.0,2.0,6700000.0,2
1589,Electronic City,435.0,1.0,2200000.0,1
1590,Electronic City,1039.0,2.0,5000000.0,2
1591,Electronic City,770.0,1.0,3990000.0,2
1592,Electronic City,1128.0,2.0,6400000.0,2
1593,Electronic City,605.0,1.0,1331000.0,1
1594,Electronic City,530.0,1.0,1350000.0,1
1595,Electronic City,1070.0,2.0,5300000.0,2
1596,Electronic City,1571.0,3.0,8300000.0,3
1597,Electronic City,1652.0,3.0,11000000.0,3
1598,Electronic City,1128.0,2.0,6558000.0,2
1599,Electronic City,635.0,1.0,2800000.0,1
1600,Electronic City,1128.0,2.0,6540000.000000001,2
1601,Electronic City,1355.0,2.0,7290000.000000001,2
1602,Electronic City,770.0,1.0,3500000.0,2
1603,Electronic City,865.0,2.0,4000000.0,2
1604,Electronic City,1108.0,2.0,6300000.0,2
1605,Electronic City,630.0,1.0,4050000.0,1
1606,Electronic City,605.0,1.0,2200000.0,1
1607,Electronic City,1070.0,2.0,4800000.0,2
1608,Electronic City,635.0,1.0,2800000.0,1
1609,Electronic City,1128.0,2.0,6545000.0,2
1610,Electronic City,890.0,2.0,4000000.0,2
1611,Electronic City,630.0,1.0,3370000.0000000005,1
1612,Electronic City,1400.0,3.0,9000000.0,3
1613,Electronic City,1258.0,2.0,8550000.0,2
1614,Electronic City,1386.0,2.0,8500000.0,2
1615,Electronic City,550.0,1.0,2700000.0,1
1616,Electronic City,1025.0,2.0,5000000.0,2
1617,Electronic City,1070.0,2.0,5500000.0,2
1618,Electronic City,1342.0,2.0,7200000.0,2
1619,Electronic City,1275.0,3.0,7000000.0,3
1620,Electronic City,770.0,1.0,3800000.0,2
1621,Electronic City,1644.0,3.0,9259000.0,3
1622,Electronic City,1250.0,2.0,6200000.0,2
1623,Electronic City,418.0,1.0,1200000.0,1
1624,Electronic City,1128.0,2.0,6480000.0,2
1625,Electronic City,1060.0,2.0,5500000.0,2
1626,Electronic City,710.0,1.0,4042000.0,1
1627,Electronic City,1090.0,2.0,3148000.0,1
1628,Electronic City,1060.0,2.0,5500000.0,2
1629,Electronic City,1353.0,2.0,7500000.0,2
1630,Electronic City,1128.0,2.0,6700000.0,2
1631,Electronic City,1070.0,2.0,5700000.0,2
1632,Electronic City,1700.0,3.0,9000000.0,3
1633,Electronic City,750.0,1.0,3500000.0,1
1634,Electronic City,1210.0,2.0,5500000.0,2
1635,Electronic City,1070.0,2.0,6000000.0,2
1636,Electronic City,1615.0,3.0,9700000.0,3
1637,Electronic City,1221.0,2.0,6800000.0,2
1638,Electronic City,995.0,2.0,4800000.0,2
1639,Electronic City,1342.0,2.0,9000000.0,2
1640,Electronic City,1128.0,2.0,6350000.0,2
1641,Electronic City,589.0,1.0,2900000.0,1
1642,Electronic City,1575.0,3.0,9450000.0,3
1643,Electronic City,1070.0,2.0,4800000.0,2
1644,Electronic City,1025.0,2.0,5400000.0,2
1645,Electronic City,2093.0,4.0,13400000.0,4
1646,Electronic City,1355.0,2.0,7300000.0,2
1647,Electronic City,1060.0,2.0,5200000.0,2
1648,Electronic City Phase II,1056.0,2.0,3907000.0,2
1649,Electronic City Phase II,1020.0,2.0,3060000.0,2
1650,Electronic City Phase II,1069.0,2.0,4500000.0,2
1651,Electronic City Phase II,630.0,1.0,2835000.0,1
1652,Electronic City Phase II,1000.0,2.0,2500000.0,2
1653,Electronic City Phase II,1090.0,2.0,2834000.0,2
1654,Electronic City Phase II,775.0,2.0,3800000.0,2
1655,Electronic City Phase II,1266.0,2.0,5900000.0,2
1656,Electronic City Phase II,1000.0,2.0,2888000.0,2
1657,Electronic City Phase II,972.0,2.0,4400000.0,2
1658,Electronic City Phase II,1031.0,2.0,5500000.0,2
1659,Electronic City Phase II,1003.0,2.0,4060000.0,2
1660,Electronic City Phase II,1031.0,2.0,5635000.0,2
1661,Electronic City Phase II,1395.0,2.0,6278000.0,3
1662,Electronic City Phase II,1160.0,2.0,3350000.0,2
1663,Electronic City Phase II,1065.0,2.0,3075000.0,2
1664,Electronic City Phase II,1219.0,2.0,6125000.0,2
1665,Electronic City Phase II,1000.0,2.0,2888000.0,2
1666,Electronic City Phase II,1790.0,3.0,10000000.0,3
1667,Electronic City Phase II,769.0,2.0,4000000.0,2
1668,Electronic City Phase II,900.0,2.0,3250000.0,2
1669,Electronic City Phase II,993.0,2.0,5000000.0,3
1670,Electronic City Phase II,1418.0,3.0,5247000.0,3
1671,Electronic City Phase II,1070.0,2.0,4500000.0,2
1672,Electronic City Phase II,1140.0,2.0,3306000.0,2
1673,Electronic City Phase II,1089.0,2.0,3267000.0,2
1674,Electronic City Phase II,1031.0,2.0,5500000.0,2
1675,Electronic City Phase II,1253.0,2.0,6580000.0,2
1676,Electronic City Phase II,1160.0,2.0,3350000.0,2
1677,Electronic City Phase II,975.0,2.0,4500000.0,3
1678,Electronic City Phase II,1116.0,2.0,3700000.0,2
1679,Electronic City Phase II,1125.0,2.0,2925000.0,2
1680,Electronic City Phase II,1000.0,2.0,2888000.0,2
1681,Electronic City Phase II,1000.0,2.0,2888000.0,2
1682,Electronic City Phase II,1000.0,2.0,2888000.0,2
1683,Electronic City Phase II,1165.0,2.0,3029000.0,2
1684,Electronic City Phase II,1031.0,2.0,5300000.0,2
1685,Electronic City Phase II,1065.0,2.0,3088000.0,2
1686,Electronic City Phase II,1549.0,3.0,8000000.0,3
1687,Electronic City Phase II,1065.0,2.0,5613000.0,2
1688,Electronic City Phase II,920.0,2.0,2600000.0,2
1689,Electronic City Phase II,1140.0,2.0,3384000.0000000005,2
1690,Electronic City Phase II,1219.0,2.0,6126000.0,2
1691,Electronic City Phase II,1252.0,2.0,6500000.0,3
1692,Electronic City Phase II,1125.0,2.0,3249000.0,2
1693,Electronic City Phase II,1286.0,2.0,6900000.0,2
1694,Electronic City Phase II,1140.0,2.0,3292000.0,2
1695,Electronic City Phase II,1116.0,2.0,4000000.0,2
1696,Electronic City Phase II,1150.0,3.0,4600000.0,3
1697,Electronic City Phase II,1192.0,2.0,4700000.0,3
1698,Electronic City Phase II,1020.0,2.0,3200000.0,2
1699,Electronic City Phase II,1900.0,3.0,9700000.0,4
1700,Electronic City Phase II,1020.0,2.0,2743000.0,2
1701,Electronic City Phase II,1025.0,2.0,2665000.0,2
1702,Electronic City Phase II,1020.0,2.0,2945000.0,2
1703,Electronic City Phase II,1000.0,2.0,2888000.0,2
1704,Electronic City Phase II,1140.0,2.0,2850000.0,2
1705,Electronic City Phase II,1125.0,2.0,3249000.0,2
1706,Electronic City Phase II,1200.0,2.0,3465000.0,2
1707,Electronic City Phase II,1160.0,2.0,5220000.0,2
1708,Electronic City Phase II,1244.0,2.0,5500000.0,2
1709,Electronic City Phase II,1160.0,2.0,3351000.0,2
1710,Electronic City Phase II,972.0,2.0,4000000.0,2
1711,Electronic City Phase II,1160.0,2.0,3351000.0,2
1712,Electronic City Phase II,1090.0,2.0,3148000.0,2
1713,Electronic City Phase II,1140.0,2.0,3292000.0,2
1714,Electronic City Phase II,650.0,1.0,3500000.0,1
1715,Electronic City Phase II,1155.0,2.0,5700000.0,2
1716,Electronic City Phase II,1800.0,3.0,9200000.0,3
1717,Electronic City Phase II,1300.0,2.0,2800000.0,2
1718,Electronic City Phase II,1160.0,2.0,3350000.0,2
1719,Electronic City Phase II,1025.0,2.0,2960000.0,2
1720,Electronic City Phase II,829.0,2.0,2280000.0,2
1721,Electronic City Phase II,2187.5,4.0,10500000.0,4
1722,Electronic City Phase II,1252.0,2.0,6700000.0,2
1723,Electronic City Phase II,1125.0,2.0,3263000.0000000005,2
1724,Electronic City Phase II,1140.0,2.0,3400000.0,2
1725,Electronic City Phase II,1252.0,2.0,6500000.0,3
1726,Electronic City Phase II,1135.0,2.0,4600000.0,2
1727,Electronic City Phase II,1305.0,3.0,6500000.0,3
1728,Electronic City Phase II,1165.0,2.0,3364000.0,2
1729,Electronic City Phase II,1336.0,2.0,5035000.0,3
1730,Electronic City Phase II,575.0,1.0,1675000.0,1
1731,Electronic City Phase II,925.0,2.0,4982000.0,3
1732,Electronic City Phase II,1065.0,2.0,3076000.0,2
1733,Electronic City Phase II,1065.0,2.0,3075000.0,2
1734,Electronic City Phase II,1140.0,2.0,3306000.0,2
1735,Electronic City Phase II,911.0,2.0,2650000.0,2
1736,Electronic City Phase II,1200.0,2.0,3465000.0,2
1737,Electronic City Phase II,1031.0,2.0,5448000.0,2
1738,Electronics City Phase 1,1475.0,3.0,7829000.000000001,3
1739,Electronics City Phase 1,1490.0,3.0,7880000.0,3
1740,Electronics City Phase 1,1113.27,2.0,5300000.0,2
1741,Electronics City Phase 1,1490.0,3.0,8400000.0,3
1742,Electronics City Phase 1,1015.0,2.0,5600000.0,2
1743,Electronics City Phase 1,1515.0,2.0,8091000.0,3
1744,Electronics City Phase 1,995.0,2.0,4600000.0,2
1745,Electronics City Phase 1,1555.0,2.0,8200000.0,3
1746,Electronics City Phase 1,1340.0,2.0,7500000.0,2
1747,Electronics City Phase 1,1175.0,2.0,5700000.0,2
1748,Electronics City Phase 1,755.0,1.0,4241000.0,1
1749,Electronics City Phase 1,580.0,1.0,2700000.0,1
1750,Electronics City Phase 1,940.0,2.0,4900000.0,2
1751,Electronics City Phase 1,1335.0,2.0,6700000.0,2
1752,Electronics City Phase 1,1113.12,2.0,5500000.0,2
1753,Electronics City Phase 1,1350.0,3.0,7100000.0,3
1754,Electronics City Phase 1,995.0,2.0,4980000.0,2
1755,Electronics City Phase 1,635.0,1.0,2600000.0,1
1756,Electronics City Phase 1,1190.0,2.0,6800000.0,2
1757,Electronics City Phase 1,360.0,1.0,1689999.9999999998,1
1758,Electronics City Phase 1,638.0,1.0,3200000.0,1
1759,Electronics City Phase 1,1175.0,2.0,6498000.0,2
1760,Electronics City Phase 1,585.0,1.0,2100000.0,1
1761,Electronics City Phase 1,1200.0,2.0,5976000.0,2
1762,Electronics City Phase 1,1145.0,2.0,5400000.0,2
1763,Electronics City Phase 1,1125.0,2.0,6500000.0,2
1764,Electronics City Phase 1,1550.0,2.0,8200000.0,3
1765,Electronics City Phase 1,865.0,2.0,4000000.0,2
1766,Electronics City Phase 1,1800.0,3.0,9300000.0,3
1767,Electronics City Phase 1,1314.0,2.0,6000000.0,2
1768,Electronics City Phase 1,1170.0,2.0,6200000.0,2
1769,Electronics City Phase 1,1450.0,3.0,7900000.0,3
1770,Electronics City Phase 1,940.0,2.0,4800000.0,2
1771,Electronics City Phase 1,940.0,2.0,4400000.0,2
1772,Electronics City Phase 1,1300.0,2.0,6700000.0,2
1773,Electronics City Phase 1,1028.0,2.0,5100000.0,2
1774,Electronics City Phase 1,1205.0,2.0,6000000.0,2
1775,Electronics City Phase 1,1305.0,2.0,6700000.0,2
1776,Electronics City Phase 1,755.0,1.0,3012000.0,1
1777,Electronics City Phase 1,1175.0,2.0,6000000.0,2
1778,Frazer Town,1700.0,3.0,18000000.0,3
1779,Frazer Town,1305.0,3.0,9545000.0,3
1780,Frazer Town,1870.0,3.0,18500000.0,3
1781,Frazer Town,1750.0,3.0,15000000.0,3
1782,Frazer Town,2000.0,3.0,20000000.0,3
1783,Frazer Town,3500.0,4.0,33000000.0,3
1784,Frazer Town,2350.0,4.0,28500000.0,3
1785,Frazer Town,1550.0,2.0,14000000.0,2
1786,Frazer Town,1900.0,4.0,14500000.0,3
1787,Frazer Town,2560.0,3.0,26500000.0,3
1788,Frazer Town,2400.0,3.0,26000000.0,3
1789,Frazer Town,2560.0,3.0,28800000.0,3
1790,Frazer Town,3436.0,5.0,34100000.0,4
1791,Frazer Town,1315.0,2.0,14000000.0,2
1792,Frazer Town,1706.0,3.0,15400000.0,3
1793,Frazer Town,2079.0,3.0,22000000.0,3
1794,Frazer Town,3435.0,2.0,34100000.0,4
1795,Frazer Town,3436.0,5.0,34500000.0,4
1796,Frazer Town,3100.0,3.0,40000000.0,3
1797,Frazer Town,5400.0,3.0,40000000.0,3
1798,Frazer Town,1180.0,2.0,10500000.0,2
1799,Frazer Town,2900.0,4.0,32500000.0,4
1800,Frazer Town,1870.0,3.0,18000000.0,3
1801,Frazer Town,896.0,1.0,10000000.0,1
1802,Frazer Town,1420.0,2.0,12000000.0,2
1803,GM Palaya,1820.0,2.0,8600000.0,3
1804,GM Palaya,1225.0,2.0,4700000.0,2
1805,GM Palaya,1140.0,2.0,4895000.0,2
1806,GM Palaya,1315.0,2.0,6500000.0,3
1807,GM Palaya,1315.0,3.0,6500000.0,3
1808,GM Palaya,1315.0,3.0,6400000.0,3
1809,GM Palaya,1735.0,3.0,7000000.0,3
1810,GM Palaya,1643.0,2.0,7000000.0,3
1811,Garudachar Palya,1325.0,2.0,6080000.0,3
1812,Garudachar Palya,1060.0,2.0,4870000.0,2
1813,Garudachar Palya,1150.0,2.0,5275000.0,2
1814,Garudachar Palya,1295.0,2.0,5950000.0,3
1815,Garudachar Palya,1320.0,2.0,6060000.0,3
1816,Garudachar Palya,1295.0,2.0,5950000.0,3
1817,Garudachar Palya,1150.0,2.0,5280000.0,2
1818,Garudachar Palya,1150.0,2.0,5280000.0,2
1819,Garudachar Palya,1060.0,2.0,4850000.0,2
1820,Garudachar Palya,1150.0,2.0,5250000.0,2
1821,Garudachar Palya,1325.0,2.0,6080000.0,3
1822,Garudachar Palya,1060.0,2.0,4866000.0,2
1823,Garudachar Palya,1150.0,2.0,5200000.0,2
1824,Garudachar Palya,1154.0,2.0,5180000.0,2
1825,Giri Nagar,2400.0,4.0,40000000.0,4
1826,Giri Nagar,1800.0,3.0,25200000.0,3
1827,Giri Nagar,1350.0,3.0,24000000.0,3
1828,Giri Nagar,2400.0,4.0,40000000.0,4
1829,Giri Nagar,3000.0,4.0,37500000.0,6
1830,Giri Nagar,2400.0,6.0,40000000.0,6
1831,Giri Nagar,4000.0,3.0,75000000.0,4
1832,Gollarapalya Hosahalli,861.0,2.0,3450000.0,2
1833,Gollarapalya Hosahalli,1408.0,3.0,6200000.0,3
1834,Gollarapalya Hosahalli,861.0,2.0,3450000.0,2
1835,Gollarapalya Hosahalli,1318.0,3.0,5400000.0,3
1836,Gollarapalya Hosahalli,861.0,2.0,3650000.0,2
1837,Gollarapalya Hosahalli,1320.0,3.0,6000000.0,3
